skill_id,category_id,skill_category,skill_subcategory,skill_name,skill_description,psoc_code,psoc_category,isco08_code,esco_skill_reference,related_skills,esco_skill_uri,esco_preferred_label,esco_alternative_labels,esco_description,esco_version,mapping_confidence,mapping_status,source_note
SK056,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Patient Assessment Support,Ability to assist in gathering basic patient information and observations.,3256,Medical Assistants,3256,assess patients,Patient Assessment Support; assess patients; test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; Medical and Clinical Professionals,http://data.europa.eu/esco/skill/6fe019dd-027f-45f3-b19c-d27f7ae00980,assess students,test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; provide examination processes for apprentices; assessing students; set examinations for apprentices; conduct and assess apprentice examinations; observe student progress; assesses students; monitor student's progress; set and assess apprentice examinations; supply examination processes for apprentices; assess student; set apprentice examinations; conduct,"Evaluate the students' (academic) progress, achievements, course knowledge and skills through assignments, tests, and examinations. Diagnose their needs and track their progress, strengths, and weaknesses. Formulate a summative statement of the goals the student achieved.",ESCO v1.2.0 / API-ready,0.64,manual_review,seed_reference
SK057,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Medical Terminology,Ability to understand common healthcare terms and documentation language.,3256,Medical Assistants,3256,medical terminology,"Medical Terminology; technical terms in medicine; medical terms and abbreviations; medical language; Medical and Clinical Professionals; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,technical terms in medicine; medical terms and abbreviations; medical language,"The meaning of medical terms and abbreviations, of medical prescriptions and various medical specialties and when to use it correctly.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK058,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Clinical Documentation,Ability to maintain accurate patient and clinical records.,3256,Medical Assistants,3256,medical records management,"Clinical Documentation; medical records management; health records record keeping; health information management; record keeping in a medical environment; health records and information management; Medical and Clinical Professionals; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,health records management,health records record keeping; health information management; record keeping in a medical environment; health records and information management,"The procedures and importance of record keeping in a healthcare system such as hospitals or clinics, the information systems used to keep and process records and how to achieve maximum accuracy of records.",ESCO v1.2.0 / API-ready,0.74,partial_match,seed_reference
SK059,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Caregiving,"Ability to support basic care, daily living assistance, and client welfare.",5322,Home-based Personal Care Workers,5322,provide care,"Caregiving; provide care; look after lawn; provide care for lawns; take care of lawn; providing lawn care; Nursing, Midwifery, and Caregiving; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/fdff4747-70f6-4f1a-8285-8d31eb3c11e1,provide lawn care,look after lawn; provide care for lawns; take care of lawn; providing lawn care,"Care for lawns by applying techniques of organic, hybrid and integrated lawn care. Provide all necessary nutrients.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK060,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Elderly Care,Ability to assist older adults with daily needs and basic safety.,5322,Home-based Personal Care Workers,5322,care for elderly,"Elderly Care; care for elderly; caring for forest wildlife; protecting flora and fauna; caring for the wildlife; flora and fauna protecting; protect flora and fauna; Nursing, Midwifery, and Caregiving",http://data.europa.eu/esco/skill/50b7b13a-4e58-43b8-b7c4-edbd09145798,care for the wildlife,caring for forest wildlife; protecting flora and fauna; caring for the wildlife; flora and fauna protecting; protect flora and fauna; care for forest wildlife,"Care for the wildlife, trees and plants of the forest and maintain it.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK061,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Basic Life Support,Ability to provide basic emergency response following approved procedures.,3258,Ambulance Workers,3258,provide basic life support,"Basic Life Support; provide basic life support; contribute ICT support; ICT support provision; administer ICT support; furnish ICT support; provision of ICT support; Nursing, Midwifery, and Caregiving",http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,provide ICT support,contribute ICT support; ICT support provision; administer ICT support; furnish ICT support; provision of ICT support; arrange ICT support; providing ICT support,"Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email.",ESCO v1.2.0 / API-ready,0.66,manual_review,seed_reference
SK062,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Medication Assistance,Ability to assist with medication reminders and safe handling under rules.,5322,Home-based Personal Care Workers,5322,assist with medication,"Medication Assistance; assist with medication; assist self-medication; support patients with self-medication; help with self-medication; assist in self-medication; assist individuals in taking their medication; Pharmacy, Laboratory, and Health Support",http://data.europa.eu/esco/skill/5915e97d-ecca-4713-941e-ad7c8c00720b,assist with self-medication,assist self-medication; support patients with self-medication; help with self-medication; assist in self-medication; assist individuals in taking their medication,Assist individuals with disability in taking their medication at appropriate times of the day.,ESCO v1.2.0 / API-ready,0.85,mapped,seed_reference
SK063,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Laboratory Safety,Ability to follow safety procedures in basic laboratory or health support settings.,3212,Medical and Pathology Laboratory Technicians,3212,laboratory safety,"Laboratory Safety; laboratory devices; laboratory gear; lab equipment; Pharmacy, Laboratory, and Health Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,laboratory equipment,laboratory devices; laboratory gear; lab equipment,The tools and equipment used by scientists and other scientific professionals in a laboratory.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK064,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Pharmacy Support,Ability to assist with medicine inventory and customer support in pharmacy settings.,3213,Pharmaceutical Technicians and Assistants,3213,pharmacy operations,"Pharmacy Support; pharmacy operations; navy performance; seafaring exercises; naval exercises; naval manoeuvres; seafaring performance; Pharmacy, Laboratory, and Health Support",http://data.europa.eu/esco/skill/09b7de14-3aa8-493c-87f4-4eeb76daf800,navy operations,navy performance; seafaring exercises; naval exercises; naval manoeuvres; seafaring performance; navy activities; seafaring activities; seafaring manoeuvres,"The operational procedures and regulations of military naval organisations, on base and on ships during missions.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK065,K06,"Healthcare, Caregiving, and Wellness","Fitness, Wellness, and Rehabilitation Support",Fitness Coaching,Ability to guide basic exercise and wellness routines safely.,3423,Fitness and Recreation Instructors and Program Leaders,3423,provide fitness instruction,"Fitness Coaching; provide fitness instruction; pass on fitness facts; give details on fitness; provide information on fitness; Fitness, Wellness, and Rehabilitation Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/70da7d81-87f5-4724-b72d-c0d79c1d5281,provide fitness information,pass on fitness facts; give details on fitness; provide information on fitness,Provide clients with accurate information on the principles of nutrition and fitness exercises.,ESCO v1.2.0 / API-ready,0.73,partial_match,seed_reference
SK066,K06,"Healthcare, Caregiving, and Wellness","Fitness, Wellness, and Rehabilitation Support",Wellness Support,Ability to support healthy lifestyle and client wellness activities.,3255,Physiotherapy Technicians and Assistants,3255,promote healthy lifestyle,"Wellness Support; promote healthy lifestyle; promote a healthy lifestyle; provide information about healthy lifestyles; promoting healthy lifestyle; encourage healthy lifestyle choices; Fitness, Wellness, and Rehabilitation Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/988c06ea-7ab9-4ee4-a64b-9e93f2527c6d,promote healthy lifestyle,promote a healthy lifestyle; provide information about healthy lifestyles; promoting healthy lifestyle; encourage healthy lifestyle choices,"Provide information to clients about the role of physical activity, modes of exercise and related services and the importance of healthy activities for daily living.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK067,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,Technical Drafting,Ability to prepare technical drawings and plans using drafting tools or software.,3118,Draughtspersons,3118,technical drawings,"Technical Drafting; technical drawings; technical drawing; scientific drawings; specialised drawings; mechanical drawings; Engineering and Architecture; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,technical drawing; scientific drawings; specialised drawings; mechanical drawings,"Drawing software and the various symbols, perspectives, units of measurement, notation systems, visual styles and page layouts used in technical drawings.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK068,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,CAD Operation,Ability to create or modify computer-aided design drawings.,3118,Draughtspersons,3118,computer-aided design,CAD Operation; computer-aided design; computer-aided translation use; employ computer-aided translation; using computer-aided translation; apply computer-aided translation; operate computer-aided translation; Engineering and Architecture,http://data.europa.eu/esco/skill/95d84b77-ba94-492f-a1e6-18be13f16cf0,use computer-aided translation,computer-aided translation use; employ computer-aided translation; using computer-aided translation; apply computer-aided translation; operate computer-aided translation,Operate computer-aided translation (CAT) software to facilitate the language translation processes.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK069,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,Engineering Measurement,Ability to take and interpret technical measurements accurately.,3112,Civil Engineering Technicians,3112,take measurements,"Engineering Measurement; take measurements; calculate performance space; take measurement of space for performance; measure performance area; measure performance space; Engineering and Architecture; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/b779205e-377e-4fda-88b0-8f6a3b71e02d,take measurements of performance space,calculate performance space; take measurement of space for performance; measure performance area; measure performance space,Measure the performance space in order to calculate the amount of lighting equipment needed and where to place them.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK070,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Construction Safety,Ability to follow safe work practices on construction sites.,7119,Building Frame and Related Trades Workers Not Elsewhere Classified,7119,construction safety regulations,Construction Safety; construction safety regulations; electrical installation safety regulations; standards for electrical safety; electrical maintenance regulations; electrical wiring safety regulations; electrical wiring regulations; Construction and Building Trades,http://data.europa.eu/esco/skill/76526bf6-bada-4ca1-8e79-6b9d4228b607,electrical safety regulations,electrical installation safety regulations; standards for electrical safety; electrical maintenance regulations; electrical wiring safety regulations; electrical wiring regulations; electrical safety standards; regulations concerning electrical safety; electrical maintenance safety regulations; regulations for electrical safety; electrical installation regulations,"The safety measures, standards and regulations for working with electrical equipment and the installation, operation and maintenance of electrical wiring and installations.",ESCO v1.2.0 / API-ready,0.67,manual_review,seed_reference
SK071,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Masonry,"Ability to support brick, block, or concrete construction work.",7112,Bricklayers and Related Workers,7112,masonry,"Masonry; sand blast construction materials; sand blast masonry; masonry cleansing; construction materials cleansing; blow masonry; Construction and Building Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/b4a74617-3439-4911-aa85-4b731899570a,blast masonry,sand blast construction materials; sand blast masonry; masonry cleansing; construction materials cleansing; blow masonry; clean masonry; blow construction materials; clean construction materials,"Blast the surface of construction materials used in masonry such as bricks, stones and concrete with abrasive blasting equipment to smoothen or texture surfaces.",ESCO v1.2.0 / API-ready,0.63,manual_review,seed_reference
SK072,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Carpentry,"Ability to construct, install, or repair wooden structures and fixtures.",7115,Carpenters and Joiners,7115,carpentry,"Carpentry; making and repairing of wooden objects and structures; woodworking; Construction and Building Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/19858dd3-a5fe-4855-b644-6ecfefd1c384,carpentry,making and repairing of wooden objects and structures; woodworking,"Construction methods related to timber items, such as construction of roofs, floors and timber framed buildings and other related products such as doors or skirting boards.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK073,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Electrical Installation,Ability to install and maintain basic electrical wiring and fixtures.,7411,Building and Related Electricians,7411,electrical wiring,"Electrical Installation; electrical wiring; electrical wiring diagrams; an electrical wiring plan; electrical wiring schemes; electrical wiring blueprints; electrical wiring planning; Electrical, Electronics, and Mechanical Trades",http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,electrical wiring diagrams; an electrical wiring plan; electrical wiring schemes; electrical wiring blueprints; electrical wiring planning; electrical wiring plan; electrical wiring maps,"Pictorial representation of an electrical circuit. It shows the components of the circuit as simplified shapes, and the power and signal connections between the devices. It gives information about the relative position and arrangement of devices and terminals on the devices, to help in building or servicing the device. A wiring diagram is often used to troubleshoot problems and to make sure that all the connections have been made and that everything is present.",ESCO v1.2.0 / API-ready,0.79,partial_match,seed_reference
SK074,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Mechanical Maintenance,"Ability to inspect, maintain, and repair basic mechanical equipment.",7233,Agricultural and Industrial Machinery Mechanics and Repairers,7233,mechanical engineering,"Mechanical Maintenance; mechanical engineering; analyse mechanisms; design mechanisms; mechanism engineering; engineering of mechanical systems; maintain mechanisms; Electrical, Electronics, and Mechanical Trades",http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,mechanical engineering,analyse mechanisms; design mechanisms; mechanism engineering; engineering of mechanical systems; maintain mechanisms; mechanical system engineering; manufacture mechanisms; engineering of mechanisms,"Discipline that applies principles of physics, engineering and materials science to design, analyse, manufacture and maintain mechanical systems.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK075,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Electronics Repair,Ability to diagnose and repair simple electronic devices or components.,7421,Electronics Mechanics and Servicers,7421,repair electronic equipment,"Electronics Repair; repair electronic equipment; packing electronic equipment; pack electronic devices; pack computerised devices; Electrical, Electronics, and Mechanical Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/57d4d1f4-28b2-4a38-b7a9-a80626e99afc,pack electronic equipment,packing electronic equipment; pack electronic devices; pack computerised devices,Safely pack sensitive electronic equipment for storage and transport.,ESCO v1.2.0 / API-ready,0.75,partial_match,seed_reference
SK076,K07,"Engineering, Construction, and Skilled Trades","Technical Drafting, Surveying, and Control",Quality Control,Ability to inspect outputs against standards and report defects.,7543,Product Graders and Testers,7543,quality control,"Quality Control; total quality management; kaizen; total quality control methods; tqm; total quality control principles; Technical Drafting, Surveying, and Control; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/8af372fa-7b85-4bab-ab20-3f2eb980c400,total quality control,total quality management; kaizen; total quality control methods; tqm; total quality control principles; total quality control philosophy; tqc; total quality control approach; kaizen principles; quality manufacturing principles,"The quality control philosophy that expects each part to be of top quality, without any tolerance for subpar materials or methods. The mindset of striving to deliver top quality work without compromises.",ESCO v1.2.0 / API-ready,0.78,partial_match,seed_reference
SK077,K07,"Engineering, Construction, and Skilled Trades","Technical Drafting, Surveying, and Control",Surveying Support,Ability to assist in collecting measurements for land or construction surveys.,3112,Civil Engineering Technicians,3112,surveying,"Surveying Support; surveying; land survey; land surveying; survey; Technical Drafting, Surveying, and Control; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/1cca610d-2afc-44a7-97fc-f2262fb5fc75,surveying,land survey; land surveying; survey,The technique of determining the terrestrial or three-dimensional position of points and the distances and angles between them.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK078,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Front Desk Support,"Ability to assist guests with check-in, inquiries, and basic accommodation services.",4224,Hotel Receptionists,4224,reception desk,"Front Desk Support; reception desk; train booking staff; train staff in reception; train in reception duties; instruct front-office employees; Hospitality and Accommodation; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/41b5208f-0f30-4f73-9c9e-4e1cb506249f,train reception staff,train booking staff; train staff in reception; train in reception duties; instruct front-office employees,"Instruct the reception staff in order to make sure the staff can execute their tasks adequately, efficiently and according to guidelines.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK079,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Housekeeping,"Ability to clean, organize, and maintain rooms or facilities.",9112,"Cleaners and Helpers in Offices, Hotels and Other Establishments",9112,clean rooms,Housekeeping; clean rooms; rooms tidying; tidy rooms; room cleaning; cleaning rooms; room tidying; Hospitality and Accommodation,http://data.europa.eu/esco/skill/7bb01a18-4637-4535-ba18-258f48f705b8,clean rooms,rooms tidying; tidy rooms; room cleaning; cleaning rooms; room tidying; tidying rooms,"Clean rooms by cleaning glasswork and windows, polishing furniture, vacuuming carpets, scrubing hard floors, and removing garbage.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK080,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Guest Relations,Ability to address guest needs and concerns professionally.,4224,Hotel Receptionists,4224,assist guests,"Guest Relations; assist guests; assist very important guests; provide assistance to very important guests; offer support to important guests; assist guests who are VIPs; Hospitality and Accommodation; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,assist VIP guests,assist very important guests; provide assistance to very important guests; offer support to important guests; assist guests who are VIPs,Help VIP-guests with their personal orders and requests.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK081,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Tourism Assistance,Ability to provide travel information and support tourist services.,4221,Travel Consultants and Clerks,4221,tourism market,"Tourism Assistance; tourism market; tourist market; tourism industry; market of tourism; tourism sector; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/6ee0f29a-2be7-4dd1-bee3-6ee2a3539376,tourism market,tourist market; tourism industry; market of tourism; tourism sector,"The study of the tourism market on a international, regional and local level and considering worldwide tourist destinations.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK082,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Event Coordination,Ability to help plan and organize event logistics and schedules.,3332,Conference and Event Planners,3332,coordinate events,"Event Coordination; coordinate events; organise projects; coordinating events; coordinate an event; plan events; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,coordinate events,organise projects; coordinating events; coordinate an event; plan events,"Lead events by managing budget, logistics, event support, security, emergency plans and follow up.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK083,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Reservation Management,Ability to process bookings and maintain reservation records.,4221,Travel Consultants and Clerks,4221,manage reservations,"Reservation Management; manage reservations; make bookings; make reservation; making reservations; reserve; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,make reservations,make bookings; make reservation; making reservations; reserve,"Book restaurants, hotels or flights.",ESCO v1.2.0 / API-ready,0.69,partial_match,seed_reference
SK084,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Service,Ability to serve food and beverages and support safe dining operations.,5131,Waiters,5131,serve food,"Food Service; serve food; supervise quality of food; control quality standards of food; ensure safety of food; supervising food quality; Food Service and Culinary Work; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/9b67cbf3-085c-4578-8a8e-8d130ed3fced,supervise food quality,supervise quality of food; control quality standards of food; ensure safety of food; supervising food quality,Oversee the quality and safety of food served to visitors and customers according to food standards.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK085,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Preparation,Ability to prepare basic ingredients and food items safely.,9412,Kitchen Helpers,9412,prepare food,"Food Preparation; prepare food; taking orders; take orders; receive requests for food and beverages; Food Service and Culinary Work; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/24c4beb4-429c-4cd1-b0bd-c04ba4c82e13,prepare orders,taking orders; take orders; receive requests for food and beverages,Make food and drinks orders ready in order to be served to the customers.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK086,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Safety,Ability to follow hygiene and safety standards in food handling.,5120,Cooks,5120,food safety standards,Food Safety; food safety standards; food safety measures; food safety standard; food safety rules; standards of safety standards; food safety codes; Food Service and Culinary Work,http://data.europa.eu/esco/skill/fa46ff13-5ad7-4a11-85d6-4b0614e411de,food safety standards,food safety measures; food safety standard; food safety rules; standards of safety standards; food safety codes; food safety requirements,"Food safety standards (i.e. ISO 22000) developed by the recognised organisations for Standardization dealing with food safety. For example, the ISO 22000 international standard specifies the requirements for an effective food safety management system. It covers interactive communication, system management, prerequisite programs and HACCP principles.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK087,K08,"Hospitality, Tourism, Food, and Personal Services",Personal Services and Housekeeping,Personal Grooming Services,Ability to provide basic grooming or personal-care services.,5142,Beauticians and Related Workers,5142,beauty treatment,Personal Grooming Services; beauty treatment; types of thermal treatment; incineration of waste; thermal treatment technologies; waste burning; kinds of thermal treatment; Personal Services and Housekeeping,http://data.europa.eu/esco/skill/750c0a9d-248e-49f1-a270-1bfdcf980bbd,thermal treatment,types of thermal treatment; incineration of waste; thermal treatment technologies; waste burning; kinds of thermal treatment; burning of waste; typology of thermal treatment; waste incineration,"Technologies used for the treatment and processing of waste which involve high temperatures, and the processes involving the combustion of waste materials and energy recovery from waste treatment.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK088,K08,"Hospitality, Tourism, Food, and Personal Services",Personal Services and Housekeeping,Laundry Services,"Ability to wash, dry, press, and organize laundry items.",9121,Hand Launderers and Pressers,9121,laundry process,Laundry Services; laundry process; the mashing process; mashing process; the process of mashing; process of lautering; lautering processes; Personal Services and Housekeeping,http://data.europa.eu/esco/skill/c33075f4-c3ab-421f-bc5e-65d6c1fdc950,lautering process,the mashing process; mashing process; the process of mashing; process of lautering; lautering processes,"Process of lautering, where the mash is separated into clear, liquid wort and residual grain. Lautering usually takes three steps: mashout, recirculation and sparging.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK089,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Machine Operation,Ability to operate basic machines following production instructions.,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,8189,operate machinery,Machine Operation; operate machinery; oversee router machinery; manage router machinery; operate a router machine; work router machinery; operate router machines; Manufacturing and Plant Operations,http://data.europa.eu/esco/skill/257b8857-5da2-46ea-be52-6dc67f6b996f,operate router machinery,oversee router machinery; manage router machinery; operate a router machine; work router machinery; operate router machines; use router machinery,"Operate machines and equipment used for cutting various hard materials, such as wood, composites, aluminium, steel, plastics and foams.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK090,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Production Monitoring,Ability to observe production flow and report issues.,3122,Manufacturing Supervisors,3122,monitor production,Production Monitoring; monitor production; monitoring mine production rates; oversee mine productivity; mine production rate monitoring; oversee mine production rate; overseeing mine production rate; Manufacturing and Plant Operations,http://data.europa.eu/esco/skill/9ebae336-b0dc-4711-9aef-0aeb3504ba63,monitor mine production,monitoring mine production rates; oversee mine productivity; mine production rate monitoring; oversee mine production rate; overseeing mine production rate; mine production monitoring; monitoring mine production; overseeing mine productivity; monitoring of mine production; monitoring of mine production rates; monitor mine production rates,Oversee mining production rates in order to estimate operational effectiveness.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK091,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Workplace Safety,Ability to follow safety procedures and use protective equipment.,3257,Environmental and Occupational Health Inspectors and Associates,3257,workplace safety,"Workplace Safety; workplace health; workplace hygiene; workplace cleanliness; Manufacturing and Plant Operations; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/06bd47bc-d9f3-4517-8e34-c55c2e81f8c2,workplace sanitation,workplace health; workplace hygiene; workplace cleanliness,"The importance of a clean, sanitary workspace for example through use of hand disinfectant and sanitizer, in order to minimise infection risk between colleagues or when working with children.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK092,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Assembly Work,Ability to assemble parts or products according to instructions.,8219,Assemblers Not Elsewhere Classified,8219,assemble products,Assembly Work; assemble products; robots assembling; assembling robots; robotic machines assembling; assembling robotic machines; robot assembling; Assembly and Production Support,http://data.europa.eu/esco/skill/7ffae77a-93ce-40a3-af99-fae5729e8b15,assemble robots,robots assembling; assembling robots; robotic machines assembling; assembling robotic machines; robot assembling; robotic machine assembling; assemble robotic machines,"Assemble robotic machines, devices, and components according to engineering drawings. Program and install the necessary components of robotic systems, such as robot controllers, conveyors, and end-of-arm tools.",ESCO v1.2.0 / API-ready,0.64,manual_review,seed_reference
SK093,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Packaging,"Ability to prepare products for storage, shipment, or sale.",9321,Hand Packers,9321,pack goods,"Packaging; pack goods; pack manufactured products or goods in use; pack manufactured products by hand; package goods; pack goods by hand; Assembly and Production Support; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/667cbbaf-f377-46d8-8f2d-1f6d8a55d74a,pack goods,pack manufactured products or goods in use; pack manufactured products by hand; package goods; pack goods by hand,"Pack different kinds of goods such as finished manufactured products or goods in use. Pack goods by hand in boxes, bags and other types of containers.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK094,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Quality Inspection,Ability to check products for defects and standard compliance.,7543,Product Graders and Testers,7543,inspect quality,"Quality Inspection; inspect quality; review paint quality; inspect quality of paint; inspect paint condition; check paint quality; Assembly and Production Support; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498,inspect paint quality,review paint quality; inspect quality of paint; inspect paint condition; check paint quality,"Inspect paint to ensure it is of a good quality by testing the viscosity, homogeneity and other factors.",ESCO v1.2.0 / API-ready,0.78,partial_match,seed_reference
SK095,K09,"Logistics, Manufacturing, and Operations","Transport, Driving, and Delivery",Delivery Coordination,Ability to plan and monitor deliveries and dispatch schedules.,4323,Transport Clerks,4323,coordinate transportation,"Delivery Coordination; coordinate transportation; schedule transportation; set up transportation; coordinating transportation; organize transportation; arrange transportation; Transport, Driving, and Delivery",http://data.europa.eu/esco/skill/3a0f10bd-4c3f-4020-b29c-f03cfe6d6e5b,coordinate transportation,schedule transportation; set up transportation; coordinating transportation; organize transportation; arrange transportation; coordinate transport,Scheduling of transportation operations.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK096,K09,"Logistics, Manufacturing, and Operations","Transport, Driving, and Delivery",Driving Safety,Ability to follow safe driving practices and road regulations.,8322,"Car, Taxi and Van Drivers",8322,drive vehicles,"Driving Safety; drive vehicles; driving vehicles; drive a vehicle; operate vehicles; control vehicles; driving a vehicle; Transport, Driving, and Delivery",http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,driving vehicles; drive a vehicle; operate vehicles; control vehicles; driving a vehicle; be in control of vehicles; handle vehicles,Be able to drive vehicles; have the approapriate type of driving license according to the type of motor vehicle used.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
