resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-154,Certificate Pathway: Java (computer programming),"Prototype curated learning resource for Java (computer programming). Covers Java (computer programming), Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Java (computer programming); Python Programming; JavaScript Programming,SK133;SK001;SK002,K01,"Technology, Data, and Digital Systems",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Java+%28computer+programming%29,Java (computer programming); Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-155,Foundations Course: Agile project management,"Prototype curated learning resource for Agile project management. Covers Agile project management, Project Coordination, Operations Support and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Agile project management; Project Coordination; Operations Support,SK213;SK021;SK022,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Agile+project+management,Agile project management; Project Coordination; Operations Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-156,Practical Skills Certificate: Animal Care,"Prototype curated learning resource for Animal Care. Covers Animal Care, Livestock Production, Dairy Production Support and supports Kareerly skill-gap recommendations for Livestock and Animal Production. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Animal Care; Livestock Production; Dairy Production Support,SK103;SK104;SK105,K10,"Agriculture, Forestry, Fishery, and Environmental Work",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Animal+Care,Animal Care; Livestock Production; Dairy Production Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-157,Career Readiness Course: Masonry,"Prototype curated learning resource for Masonry. Covers Masonry, Construction Safety, Carpentry and supports Kareerly skill-gap recommendations for Construction and Building Trades. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Masonry; Construction Safety; Carpentry,SK071;SK070;SK072,K07,"Engineering, Construction, and Skilled Trades",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Masonry; Construction Safety; Carpentry,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-158,Certificate Pathway: Network Administration,"Prototype curated learning resource for Network Administration. Covers Network Administration, Technical Support, Database Management and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Network Administration; Technical Support; Database Management,SK009;SK007;SK008,K01,"Technology, Data, and Digital Systems",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Network+Administration,Network Administration; Technical Support; Database Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-159,Foundations Course: Computer graphics,"Prototype curated learning resource for Computer graphics. Covers Computer graphics, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Computer graphics; Graphic Design; Multimedia Design,SK352;SK040;SK041,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Computer+graphics,Computer graphics; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-160,Practical Skills Certificate: Computer engineering,"Prototype curated learning resource for Computer engineering. Covers Computer engineering, Technical Drafting, CAD Operation and supports Kareerly skill-gap recommendations for Engineering and Architecture. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Computer engineering; Technical Drafting; CAD Operation,SK492;SK067;SK068,K07,"Engineering, Construction, and Skilled Trades",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Computer+engineering,Computer engineering; Technical Drafting; CAD Operation,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-161,Career Readiness Course: Inventory Management,"Prototype curated learning resource for Inventory Management. Covers Inventory Management, Warehouse Operations, Analyse supply chain trends and supports Kareerly skill-gap recommendations for Warehouse, Inventory, and Distribution. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Inventory Management; Warehouse Operations; Analyse supply chain trends,SK098;SK099;SK544,K09,"Logistics, Manufacturing, and Operations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Inventory Management; Warehouse Operations; Analyse supply chain trends,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-162,Certificate Pathway: Cybersecurity Awareness,"Prototype curated learning resource for Cybersecurity Awareness. Covers Cybersecurity Awareness, Cloud Computing and supports Kareerly skill-gap recommendations for Telecommunications and Digital Infrastructure. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Cybersecurity Awareness; Cloud Computing,SK010;SK011,K01,"Technology, Data, and Digital Systems",Cisco Networking Academy,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.netacad.com/,Cybersecurity Awareness; Cloud Computing,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-163,Foundations Course: Student Assessment,"Prototype curated learning resource for Student Assessment. Covers Student Assessment, Lesson Planning, Classroom Management and supports Kareerly skill-gap recommendations for Teaching and Academic Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Student Assessment; Lesson Planning; Classroom Management,SK047;SK045;SK046,K05,"Education, Training, and Community Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Student Assessment; Lesson Planning; Classroom Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-164,Practical Skills Certificate: Data security principles,"Prototype curated learning resource for Data security principles. Covers Data security principles, Technical Support, Database Management and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Data security principles; Technical Support; Database Management,SK195;SK007;SK008,K01,"Technology, Data, and Digital Systems",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Data+security+principles,Data security principles; Technical Support; Database Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-165,Career Readiness Course: Cloud Computing,"Prototype curated learning resource for Cloud Computing. Covers Cloud Computing, Cybersecurity Awareness and supports Kareerly skill-gap recommendations for Telecommunications and Digital Infrastructure. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Cloud Computing; Cybersecurity Awareness,SK011;SK010,K01,"Technology, Data, and Digital Systems",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Cloud+Computing,Cloud Computing; Cybersecurity Awareness,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-166,Certificate Pathway: Ensure information security,"Prototype curated learning resource for Ensure information security. Covers Ensure information security, Technical Support, Database Management and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Ensure information security; Technical Support; Database Management,SK147;SK007;SK008,K01,"Technology, Data, and Digital Systems",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Ensure information security; Technical Support; Database Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-167,Foundations Course: Project Coordination,"Prototype curated learning resource for Project Coordination. Covers Project Coordination, Operations Support, Operations management and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Project Coordination; Operations Support; Operations management,SK021;SK022;SK206,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Project+Coordination,Project Coordination; Operations Support; Operations management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-168,Practical Skills Certificate: Database Management,"Prototype curated learning resource for Database Management. Covers Database Management, Technical Support, Network Administration and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Database Management; Technical Support; Network Administration,SK008;SK007;SK009,K01,"Technology, Data, and Digital Systems",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Database+Management,Database Management; Technical Support; Network Administration,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-169,Career Readiness Course: Training Facilitation,"Prototype curated learning resource for Training Facilitation. Covers Training Facilitation, Instructional Design, Learning Evaluation and supports Kareerly skill-gap recommendations for Training and Instruction. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Training Facilitation; Instructional Design; Learning Evaluation,SK048;SK049;SK050,K05,"Education, Training, and Community Services",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Training Facilitation; Instructional Design; Learning Evaluation,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-170,Certificate Pathway: Identify requirements of the work in the artistic performance,"Prototype curated learning resource for Identify requirements of the work in the artistic performance. Covers Identify requirements of the work in the artistic performance, Creative Concept Development, Photography and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Identify requirements of the work in the artistic performance; Creative Concept Development; Photography,SK332;SK037;SK038,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Identify+requirements+of+the+work+in+the+artistic+performance,Identify requirements of the work in the artistic performance; Creative Concept Development; Photography,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-171,Foundations Course: Economics,"Prototype curated learning resource for Economics. Covers Economics, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Economics; Bookkeeping; Financial Reporting,SK259;SK012;SK013,K02,"Business, Finance, and Office Administration",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Economics; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-172,Practical Skills Certificate: Manage financial and material resources,"Prototype curated learning resource for Manage financial and material resources. Covers Manage financial and material resources, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Manage financial and material resources; Bookkeeping; Financial Reporting,SK254;SK012;SK013,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Manage+financial+and+material+resources,Manage financial and material resources; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-173,Career Readiness Course: Handle cash flow,"Prototype curated learning resource for Handle cash flow. Covers Handle cash flow, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Handle cash flow; Bookkeeping; Financial Reporting,SK235;SK012;SK013,K02,"Business, Finance, and Office Administration",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Handle cash flow; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-174,Certificate Pathway: Office Administration,"Prototype curated learning resource for Office Administration. Covers Office Administration, Document Management, Data Encoding and supports Kareerly skill-gap recommendations for Office Administration and Clerical Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Office Administration; Document Management; Data Encoding,SK015;SK016;SK017,K02,"Business, Finance, and Office Administration",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Office+Administration,Office Administration; Document Management; Data Encoding,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-175,Foundations Course: Document Management,"Prototype curated learning resource for Document Management. Covers Document Management, Office Administration, Data Encoding and supports Kareerly skill-gap recommendations for Office Administration and Clerical Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Document Management; Office Administration; Data Encoding,SK016;SK015;SK017,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Document+Management,Document Management; Office Administration; Data Encoding,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-176,Practical Skills Certificate: Sell office equipment,"Prototype curated learning resource for Sell office equipment. Covers Sell office equipment, Office Administration, Document Management and supports Kareerly skill-gap recommendations for Office Administration and Clerical Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Sell office equipment; Office Administration; Document Management,SK209;SK015;SK016,K02,"Business, Finance, and Office Administration",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Sell office equipment; Office Administration; Document Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-177,Career Readiness Course: Regulatory Compliance,"Prototype curated learning resource for Regulatory Compliance. Covers Regulatory Compliance, Government Service Support, Public Records Management and supports Kareerly skill-gap recommendations for Government and Regulatory Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Regulatory Compliance; Government Service Support; Public Records Management,SK112;SK111;SK113,K11,"Public Service, Legal, and Protective Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Regulatory Compliance; Government Service Support; Public Records Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-178,Certificate Pathway: Market Research,"Prototype curated learning resource for Market Research. Covers Market Research, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Market Research; Digital Marketing; Social Media Management,SK028;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Market Research; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-179,Foundations Course: Negotiation,"Prototype curated learning resource for Negotiation. Covers Negotiation, Purchasing Support, Issue purchase orders and supports Kareerly skill-gap recommendations for Purchasing, Brokerage, and Commercial Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Negotiation; Purchasing Support; Issue purchase orders,SK032;SK033;SK304,K03,"Sales, Marketing, and Customer Relations",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Negotiation,Negotiation; Purchasing Support; Issue purchase orders,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-180,Practical Skills Certificate: Customer relationship management,"Prototype curated learning resource for Customer relationship management. Covers Customer relationship management, Customer Service, Client Handling and supports Kareerly skill-gap recommendations for Customer Service and Client Information. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Customer relationship management; Customer Service; Client Handling,SK276;SK029;SK030,K03,"Sales, Marketing, and Customer Relations",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Customer+relationship+management,Customer relationship management; Customer Service; Client Handling,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-181,Career Readiness Course: Make recommendation on nutrition to public policy makers,"Prototype curated learning resource for Make recommendation on nutrition to public policy makers. Covers Make recommendation on nutrition to public policy makers, Policy Support, Leadership Support and supports Kareerly skill-gap recommendations for Policy, Leadership, and Public Administration. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Make recommendation on nutrition to public policy makers; Policy Support; Leadership Support,SK607;SK120;SK121,K11,"Public Service, Legal, and Protective Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Make recommendation on nutrition to public policy makers; Policy Support; Leadership Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-182,Certificate Pathway: Payroll Processing,"Prototype curated learning resource for Payroll Processing. Covers Payroll Processing, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Payroll Processing; Bookkeeping; Financial Reporting,SK014;SK012;SK013,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Payroll+Processing,Payroll Processing; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-183,Foundations Course: Support social service users to manage their financial affairs,"Prototype curated learning resource for Support social service users to manage their financial affairs. Covers Support social service users to manage their financial affairs, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Support social service users to manage their financial affairs; Bookkeeping; Financial Reporting,SK258;SK012;SK013,K02,"Business, Finance, and Office Administration",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Support social service users to manage their financial affairs; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-184,Practical Skills Certificate: Content Writing,"Prototype curated learning resource for Content Writing. Covers Content Writing, Copywriting, Proofreading and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Content Writing; Copywriting; Proofreading,SK034;SK035;SK036,K04,"Creative, Media, and Communications",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Content+Writing,Content Writing; Copywriting; Proofreading,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-185,Career Readiness Course: Prepare financial statements,"Prototype curated learning resource for Prepare financial statements. Covers Prepare financial statements, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Prepare financial statements; Bookkeeping; Financial Reporting,SK233;SK012;SK013,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Prepare+financial+statements,Prepare financial statements; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-186,Certificate Pathway: Management systems standards,"Prototype curated learning resource for Management systems standards. Covers Management systems standards, Project Coordination, Operations Support and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Management systems standards; Project Coordination; Operations Support,SK244;SK021;SK022,K02,"Business, Finance, and Office Administration",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Management systems standards; Project Coordination; Operations Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-187,Foundations Course: Manage human resources,"Prototype curated learning resource for Manage human resources. Covers Manage human resources, Human Resource Support, Recruitment Coordination and supports Kareerly skill-gap recommendations for Human Resources and Business Services. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Manage human resources; Human Resource Support; Recruitment Coordination,SK203;SK018;SK019,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Manage+human+resources,Manage human resources; Human Resource Support; Recruitment Coordination,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-188,Practical Skills Certificate: Operations management,"Prototype curated learning resource for Operations management. Covers Operations management, Project Coordination, Operations Support and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Operations management; Project Coordination; Operations Support,SK206;SK021;SK022,K02,"Business, Finance, and Office Administration",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Operations management; Project Coordination; Operations Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-189,Career Readiness Course: Policy Support,"Prototype curated learning resource for Policy Support. Covers Policy Support, Leadership Support, Make recommendation on nutrition to public policy makers and supports Kareerly skill-gap recommendations for Policy, Leadership, and Public Administration. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Policy Support; Leadership Support; Make recommendation on nutrition to public policy makers,SK120;SK121;SK607,K11,"Public Service, Legal, and Protective Services",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Policy Support; Leadership Support; Make recommendation on nutrition to public policy makers,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-190,Certificate Pathway: Operations Support,"Prototype curated learning resource for Operations Support. Covers Operations Support, Project Coordination, Operations management and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Operations Support; Project Coordination; Operations management,SK022;SK021;SK206,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Operations+Support,Operations Support; Project Coordination; Operations management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
