skill_id,category_id,skill_category,skill_subcategory,skill_name,skill_description,psoc_code,psoc_category,isco08_code,esco_skill_reference,related_skills,esco_skill_uri,esco_preferred_label,esco_alternative_labels,esco_description,esco_version,mapping_confidence,mapping_status,source_note
SK045,K05,"Education, Training, and Community Services",Teaching and Academic Support,Lesson Planning,"Ability to prepare objectives, learning activities, and assessments for instruction.",2330,Secondary Education Teachers,2330,prepare lesson content,Lesson Planning; prepare lesson content; organise lesson content; preparing lesson content; preparing lesson contents; prepare lesson contents; plan lesson content; Teaching and Academic Support,http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b,prepare lesson content,organise lesson content; preparing lesson content; preparing lesson contents; prepare lesson contents; plan lesson content; create lesson content,"Prepare content to be taught in class in accordance with curriculum objectives by drafting exercises, researching up-to-date examples etc.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK046,K05,"Education, Training, and Community Services",Teaching and Academic Support,Classroom Management,Ability to maintain an organized and respectful learning environment.,2330,Secondary Education Teachers,2330,manage classroom,"Classroom Management; manage classroom; oversee casino; supervise casino; managing casino; Teaching and Academic Support; Education, Training, and Community Services",http://data.europa.eu/esco/skill/ed025ebf-5154-4fb9-a2ec-5d259ee7aa1e,manage casino,oversee casino; supervise casino; managing casino,"Pro-actively manage all aspects of the casino operation with special emphasis upon the delivery of effective and efficient gaming performance. Maximise turnover and margin opportunities on all gaming offers, including electronic gaming by deploying all available resources effectively.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK047,K05,"Education, Training, and Community Services",Teaching and Academic Support,Student Assessment,Ability to evaluate learner performance using appropriate tools.,2330,Secondary Education Teachers,2330,assess students,Student Assessment; assess students; test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; Teaching and Academic Support,http://data.europa.eu/esco/skill/6fe019dd-027f-45f3-b19c-d27f7ae00980,assess students,test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; provide examination processes for apprentices; assessing students; set examinations for apprentices; conduct and assess apprentice examinations; observe student progress; assesses students; monitor student's progress; set and assess apprentice examinations; supply examination processes for apprentices; assess student; set apprentice examinations; conduct,"Evaluate the students' (academic) progress, achievements, course knowledge and skills through assignments, tests, and examinations. Diagnose their needs and track their progress, strengths, and weaknesses. Formulate a summative statement of the goals the student achieved.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK048,K05,"Education, Training, and Community Services",Training and Instruction,Training Facilitation,Ability to plan and deliver learning or training sessions.,2424,Training and Staff Development Professionals,2424,provide training,Training Facilitation; provide training; train animals; instruct animals; deliver animal training; implement animal training; execute training programmes for animals; Training and Instruction,http://data.europa.eu/esco/skill/d92d88cf-dd72-4c3b-a98a-2c2a12600df3,provide animal training,train animals; instruct animals; deliver animal training; implement animal training; execute training programmes for animals; undertake activities related to animal training programme implementation; train animals to achieve specific objectives; supply animal training; implement training for animals; provide training for animals; implement animal training courses; deliver training for animals; provide animal instruction; execute animal training activities; implement training programmes for anima,"Provide training in basic handling, habituation, and obedience to enable the completion of day-to-day tasks while minimising the risks to the animal, the handler, and others.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK049,K05,"Education, Training, and Community Services",Training and Instruction,Instructional Design,Ability to design structured learning materials and activities.,2351,Education Methods Specialists,2351,instructional design,"Instructional Design; instructional design methods; Training and Instruction; Education, Training, and Community Services; workplace skills",http://data.europa.eu/esco/skill/e3145bd7-7f35-44ec-a5dc-4417c5c9ab9a,instructional design models,instructional design methods,The guidelines or strategies for designing and developing instructions to ensure learners achieve the intended learning outcomes.,ESCO v1.2.0 / API-ready,0.79,partial_match,seed_reference
SK050,K05,"Education, Training, and Community Services",Training and Instruction,Learning Evaluation,Ability to assess training outcomes and learner progress.,2424,Training and Staff Development Professionals,2424,evaluate training,"Learning Evaluation; evaluate training; evaluate the training; assess training programme; evaluating training; analyse training outcome; Training and Instruction; Education, Training, and Community Services",http://data.europa.eu/esco/skill/728ad40d-4a79-4b4d-b77b-a48d094d73fa,evaluate training,evaluate the training; assess training programme; evaluating training; analyse training outcome,"Assess the realisation of the training's learning outcomes and goals, the quality of teaching, and give transparent feedback to the trainers and trainees.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK051,K05,"Education, Training, and Community Services","Social, Religious, and Community Work",Community Engagement,Ability to coordinate with communities and support participation in programs.,3412,Social Work Associate Professionals,3412,community outreach,"Community Engagement; community outreach; incorporate community activities; combine community outreach; integrate the community outreach; Social, Religious, and Community Work; Education, Training, and Community Services",http://data.europa.eu/esco/skill/594a002c-de7a-4805-8cb9-a4c6283b61c3,integrate community outreach,incorporate community activities; combine community outreach; integrate the community outreach,"Integrate community outreach within conservation projects to encompass knowledge, social and emotional aspects of learning and engagement.",ESCO v1.2.0 / API-ready,0.74,partial_match,seed_reference
SK052,K05,"Education, Training, and Community Services","Social, Religious, and Community Work",Case Documentation,Ability to document client or community service cases accurately.,3412,Social Work Associate Professionals,3412,maintain case records,"Case Documentation; maintain case records; maintain passenger name record; maintain records of customer; complete customer files; maintain customer history profiles; enter data into system; Social, Religious, and Community Work",http://data.europa.eu/esco/skill/c753a3b5-d5cc-406d-adfe-3372bb267f4b,maintain customer records,maintain passenger name record; maintain records of customer; complete customer files; maintain customer history profiles; enter data into system; update customer records; maintain personal name record; collect data about visitors; maintain customers' records; store customer records,Keep and store structured data and records about customers in accordance with customer data protection and privacy regulations.,ESCO v1.2.0 / API-ready,0.74,partial_match,seed_reference
SK053,K05,"Education, Training, and Community Services","Social, Religious, and Community Work",Counselling Support,Ability to provide basic guidance and referral support under supervision.,3412,Social Work Associate Professionals,3412,counselling methods,"Counselling Support; counselling methods; counselling method; counseling methods; counseling techniques; methods of counselling; methods of counseling; Social, Religious, and Community Work",http://data.europa.eu/esco/skill/0ffed47f-d320-48cf-988d-40449825085c,counselling methods,counselling method; counseling methods; counseling techniques; methods of counselling; methods of counseling; counseling method; counselling techniques,"Counselling techniques used in different settings and with various groups and individuals, especially concerning methods of supervision and mediation in the counselling process.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK054,K05,"Education, Training, and Community Services","Libraries, Archives, and Curatorial Work",Records Organization,"Ability to classify and maintain records, archives, or learning materials.",4411,Library Clerks,4411,organise information,"Records Organization; organise information; arrange information; order information; group information; use a specified set of rules to classify information; catalogue information; Libraries, Archives, and Curatorial Work",http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,organise information,arrange information; order information; group information; use a specified set of rules to classify information; catalogue information; organize information; use a specified set of rules to order information; use a specified set of rules to catalogue information; classify information; use a specified set of rules to arrange information,Arrange information according to a specified set of rules. Catalogue and classify information based on the characteristics of that information.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK055,K05,"Education, Training, and Community Services","Libraries, Archives, and Curatorial Work",Library Assistance,Ability to assist users in finding and borrowing information resources.,4411,Library Clerks,4411,assist library users,"Library Assistance; assist library users; give a hand to pool users; assisting pool users; assist pool user; help pool users; Libraries, Archives, and Curatorial Work; Education, Training, and Community Services",http://data.europa.eu/esco/skill/824828a8-393d-4195-8b4f-862fe1cb6da5,assist pool users,give a hand to pool users; assisting pool users; assist pool user; help pool users,Offer guidance to pool users within the facility and help them with any requirements such as towel provision or restroom direction.,ESCO v1.2.0 / API-ready,0.67,manual_review,seed_reference
SK056,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Patient Assessment Support,Ability to assist in gathering basic patient information and observations.,3256,Medical Assistants,3256,assess patients,Patient Assessment Support; assess patients; test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; Medical and Clinical Professionals,http://data.europa.eu/esco/skill/6fe019dd-027f-45f3-b19c-d27f7ae00980,assess students,test students; observe student's progress; track student's progress; oversee student's progress; conduct examination processes for apprentices; provide examination processes for apprentices; assessing students; set examinations for apprentices; conduct and assess apprentice examinations; observe student progress; assesses students; monitor student's progress; set and assess apprentice examinations; supply examination processes for apprentices; assess student; set apprentice examinations; conduct,"Evaluate the students' (academic) progress, achievements, course knowledge and skills through assignments, tests, and examinations. Diagnose their needs and track their progress, strengths, and weaknesses. Formulate a summative statement of the goals the student achieved.",ESCO v1.2.0 / API-ready,0.64,manual_review,seed_reference
SK057,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Medical Terminology,Ability to understand common healthcare terms and documentation language.,3256,Medical Assistants,3256,medical terminology,"Medical Terminology; technical terms in medicine; medical terms and abbreviations; medical language; Medical and Clinical Professionals; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,technical terms in medicine; medical terms and abbreviations; medical language,"The meaning of medical terms and abbreviations, of medical prescriptions and various medical specialties and when to use it correctly.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK058,K06,"Healthcare, Caregiving, and Wellness",Medical and Clinical Professionals,Clinical Documentation,Ability to maintain accurate patient and clinical records.,3256,Medical Assistants,3256,medical records management,"Clinical Documentation; medical records management; health records record keeping; health information management; record keeping in a medical environment; health records and information management; Medical and Clinical Professionals; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,health records management,health records record keeping; health information management; record keeping in a medical environment; health records and information management,"The procedures and importance of record keeping in a healthcare system such as hospitals or clinics, the information systems used to keep and process records and how to achieve maximum accuracy of records.",ESCO v1.2.0 / API-ready,0.74,partial_match,seed_reference
SK059,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Caregiving,"Ability to support basic care, daily living assistance, and client welfare.",5322,Home-based Personal Care Workers,5322,provide care,"Caregiving; provide care; look after lawn; provide care for lawns; take care of lawn; providing lawn care; Nursing, Midwifery, and Caregiving; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/fdff4747-70f6-4f1a-8285-8d31eb3c11e1,provide lawn care,look after lawn; provide care for lawns; take care of lawn; providing lawn care,"Care for lawns by applying techniques of organic, hybrid and integrated lawn care. Provide all necessary nutrients.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK060,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Elderly Care,Ability to assist older adults with daily needs and basic safety.,5322,Home-based Personal Care Workers,5322,care for elderly,"Elderly Care; care for elderly; caring for forest wildlife; protecting flora and fauna; caring for the wildlife; flora and fauna protecting; protect flora and fauna; Nursing, Midwifery, and Caregiving",http://data.europa.eu/esco/skill/50b7b13a-4e58-43b8-b7c4-edbd09145798,care for the wildlife,caring for forest wildlife; protecting flora and fauna; caring for the wildlife; flora and fauna protecting; protect flora and fauna; care for forest wildlife,"Care for the wildlife, trees and plants of the forest and maintain it.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK061,K06,"Healthcare, Caregiving, and Wellness","Nursing, Midwifery, and Caregiving",Basic Life Support,Ability to provide basic emergency response following approved procedures.,3258,Ambulance Workers,3258,provide basic life support,"Basic Life Support; provide basic life support; contribute ICT support; ICT support provision; administer ICT support; furnish ICT support; provision of ICT support; Nursing, Midwifery, and Caregiving",http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,provide ICT support,contribute ICT support; ICT support provision; administer ICT support; furnish ICT support; provision of ICT support; arrange ICT support; providing ICT support,"Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email.",ESCO v1.2.0 / API-ready,0.66,manual_review,seed_reference
SK062,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Medication Assistance,Ability to assist with medication reminders and safe handling under rules.,5322,Home-based Personal Care Workers,5322,assist with medication,"Medication Assistance; assist with medication; assist self-medication; support patients with self-medication; help with self-medication; assist in self-medication; assist individuals in taking their medication; Pharmacy, Laboratory, and Health Support",http://data.europa.eu/esco/skill/5915e97d-ecca-4713-941e-ad7c8c00720b,assist with self-medication,assist self-medication; support patients with self-medication; help with self-medication; assist in self-medication; assist individuals in taking their medication,Assist individuals with disability in taking their medication at appropriate times of the day.,ESCO v1.2.0 / API-ready,0.85,mapped,seed_reference
SK063,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Laboratory Safety,Ability to follow safety procedures in basic laboratory or health support settings.,3212,Medical and Pathology Laboratory Technicians,3212,laboratory safety,"Laboratory Safety; laboratory devices; laboratory gear; lab equipment; Pharmacy, Laboratory, and Health Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,laboratory equipment,laboratory devices; laboratory gear; lab equipment,The tools and equipment used by scientists and other scientific professionals in a laboratory.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK064,K06,"Healthcare, Caregiving, and Wellness","Pharmacy, Laboratory, and Health Support",Pharmacy Support,Ability to assist with medicine inventory and customer support in pharmacy settings.,3213,Pharmaceutical Technicians and Assistants,3213,pharmacy operations,"Pharmacy Support; pharmacy operations; navy performance; seafaring exercises; naval exercises; naval manoeuvres; seafaring performance; Pharmacy, Laboratory, and Health Support",http://data.europa.eu/esco/skill/09b7de14-3aa8-493c-87f4-4eeb76daf800,navy operations,navy performance; seafaring exercises; naval exercises; naval manoeuvres; seafaring performance; navy activities; seafaring activities; seafaring manoeuvres,"The operational procedures and regulations of military naval organisations, on base and on ships during missions.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK065,K06,"Healthcare, Caregiving, and Wellness","Fitness, Wellness, and Rehabilitation Support",Fitness Coaching,Ability to guide basic exercise and wellness routines safely.,3423,Fitness and Recreation Instructors and Program Leaders,3423,provide fitness instruction,"Fitness Coaching; provide fitness instruction; pass on fitness facts; give details on fitness; provide information on fitness; Fitness, Wellness, and Rehabilitation Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/70da7d81-87f5-4724-b72d-c0d79c1d5281,provide fitness information,pass on fitness facts; give details on fitness; provide information on fitness,Provide clients with accurate information on the principles of nutrition and fitness exercises.,ESCO v1.2.0 / API-ready,0.73,partial_match,seed_reference
SK066,K06,"Healthcare, Caregiving, and Wellness","Fitness, Wellness, and Rehabilitation Support",Wellness Support,Ability to support healthy lifestyle and client wellness activities.,3255,Physiotherapy Technicians and Assistants,3255,promote healthy lifestyle,"Wellness Support; promote healthy lifestyle; promote a healthy lifestyle; provide information about healthy lifestyles; promoting healthy lifestyle; encourage healthy lifestyle choices; Fitness, Wellness, and Rehabilitation Support; Healthcare, Caregiving, and Wellness",http://data.europa.eu/esco/skill/988c06ea-7ab9-4ee4-a64b-9e93f2527c6d,promote healthy lifestyle,promote a healthy lifestyle; provide information about healthy lifestyles; promoting healthy lifestyle; encourage healthy lifestyle choices,"Provide information to clients about the role of physical activity, modes of exercise and related services and the importance of healthy activities for daily living.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK067,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,Technical Drafting,Ability to prepare technical drawings and plans using drafting tools or software.,3118,Draughtspersons,3118,technical drawings,"Technical Drafting; technical drawings; technical drawing; scientific drawings; specialised drawings; mechanical drawings; Engineering and Architecture; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,technical drawing; scientific drawings; specialised drawings; mechanical drawings,"Drawing software and the various symbols, perspectives, units of measurement, notation systems, visual styles and page layouts used in technical drawings.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK068,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,CAD Operation,Ability to create or modify computer-aided design drawings.,3118,Draughtspersons,3118,computer-aided design,CAD Operation; computer-aided design; computer-aided translation use; employ computer-aided translation; using computer-aided translation; apply computer-aided translation; operate computer-aided translation; Engineering and Architecture,http://data.europa.eu/esco/skill/95d84b77-ba94-492f-a1e6-18be13f16cf0,use computer-aided translation,computer-aided translation use; employ computer-aided translation; using computer-aided translation; apply computer-aided translation; operate computer-aided translation,Operate computer-aided translation (CAT) software to facilitate the language translation processes.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK069,K07,"Engineering, Construction, and Skilled Trades",Engineering and Architecture,Engineering Measurement,Ability to take and interpret technical measurements accurately.,3112,Civil Engineering Technicians,3112,take measurements,"Engineering Measurement; take measurements; calculate performance space; take measurement of space for performance; measure performance area; measure performance space; Engineering and Architecture; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/b779205e-377e-4fda-88b0-8f6a3b71e02d,take measurements of performance space,calculate performance space; take measurement of space for performance; measure performance area; measure performance space,Measure the performance space in order to calculate the amount of lighting equipment needed and where to place them.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK070,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Construction Safety,Ability to follow safe work practices on construction sites.,7119,Building Frame and Related Trades Workers Not Elsewhere Classified,7119,construction safety regulations,Construction Safety; construction safety regulations; electrical installation safety regulations; standards for electrical safety; electrical maintenance regulations; electrical wiring safety regulations; electrical wiring regulations; Construction and Building Trades,http://data.europa.eu/esco/skill/76526bf6-bada-4ca1-8e79-6b9d4228b607,electrical safety regulations,electrical installation safety regulations; standards for electrical safety; electrical maintenance regulations; electrical wiring safety regulations; electrical wiring regulations; electrical safety standards; regulations concerning electrical safety; electrical maintenance safety regulations; regulations for electrical safety; electrical installation regulations,"The safety measures, standards and regulations for working with electrical equipment and the installation, operation and maintenance of electrical wiring and installations.",ESCO v1.2.0 / API-ready,0.67,manual_review,seed_reference
SK071,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Masonry,"Ability to support brick, block, or concrete construction work.",7112,Bricklayers and Related Workers,7112,masonry,"Masonry; sand blast construction materials; sand blast masonry; masonry cleansing; construction materials cleansing; blow masonry; Construction and Building Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/b4a74617-3439-4911-aa85-4b731899570a,blast masonry,sand blast construction materials; sand blast masonry; masonry cleansing; construction materials cleansing; blow masonry; clean masonry; blow construction materials; clean construction materials,"Blast the surface of construction materials used in masonry such as bricks, stones and concrete with abrasive blasting equipment to smoothen or texture surfaces.",ESCO v1.2.0 / API-ready,0.63,manual_review,seed_reference
SK072,K07,"Engineering, Construction, and Skilled Trades",Construction and Building Trades,Carpentry,"Ability to construct, install, or repair wooden structures and fixtures.",7115,Carpenters and Joiners,7115,carpentry,"Carpentry; making and repairing of wooden objects and structures; woodworking; Construction and Building Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/19858dd3-a5fe-4855-b644-6ecfefd1c384,carpentry,making and repairing of wooden objects and structures; woodworking,"Construction methods related to timber items, such as construction of roofs, floors and timber framed buildings and other related products such as doors or skirting boards.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK073,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Electrical Installation,Ability to install and maintain basic electrical wiring and fixtures.,7411,Building and Related Electricians,7411,electrical wiring,"Electrical Installation; electrical wiring; electrical wiring diagrams; an electrical wiring plan; electrical wiring schemes; electrical wiring blueprints; electrical wiring planning; Electrical, Electronics, and Mechanical Trades",http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,electrical wiring diagrams; an electrical wiring plan; electrical wiring schemes; electrical wiring blueprints; electrical wiring planning; electrical wiring plan; electrical wiring maps,"Pictorial representation of an electrical circuit. It shows the components of the circuit as simplified shapes, and the power and signal connections between the devices. It gives information about the relative position and arrangement of devices and terminals on the devices, to help in building or servicing the device. A wiring diagram is often used to troubleshoot problems and to make sure that all the connections have been made and that everything is present.",ESCO v1.2.0 / API-ready,0.79,partial_match,seed_reference
SK074,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Mechanical Maintenance,"Ability to inspect, maintain, and repair basic mechanical equipment.",7233,Agricultural and Industrial Machinery Mechanics and Repairers,7233,mechanical engineering,"Mechanical Maintenance; mechanical engineering; analyse mechanisms; design mechanisms; mechanism engineering; engineering of mechanical systems; maintain mechanisms; Electrical, Electronics, and Mechanical Trades",http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,mechanical engineering,analyse mechanisms; design mechanisms; mechanism engineering; engineering of mechanical systems; maintain mechanisms; mechanical system engineering; manufacture mechanisms; engineering of mechanisms,"Discipline that applies principles of physics, engineering and materials science to design, analyse, manufacture and maintain mechanical systems.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK075,K07,"Engineering, Construction, and Skilled Trades","Electrical, Electronics, and Mechanical Trades",Electronics Repair,Ability to diagnose and repair simple electronic devices or components.,7421,Electronics Mechanics and Servicers,7421,repair electronic equipment,"Electronics Repair; repair electronic equipment; packing electronic equipment; pack electronic devices; pack computerised devices; Electrical, Electronics, and Mechanical Trades; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/57d4d1f4-28b2-4a38-b7a9-a80626e99afc,pack electronic equipment,packing electronic equipment; pack electronic devices; pack computerised devices,Safely pack sensitive electronic equipment for storage and transport.,ESCO v1.2.0 / API-ready,0.75,partial_match,seed_reference
SK076,K07,"Engineering, Construction, and Skilled Trades","Technical Drafting, Surveying, and Control",Quality Control,Ability to inspect outputs against standards and report defects.,7543,Product Graders and Testers,7543,quality control,"Quality Control; total quality management; kaizen; total quality control methods; tqm; total quality control principles; Technical Drafting, Surveying, and Control; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/8af372fa-7b85-4bab-ab20-3f2eb980c400,total quality control,total quality management; kaizen; total quality control methods; tqm; total quality control principles; total quality control philosophy; tqc; total quality control approach; kaizen principles; quality manufacturing principles,"The quality control philosophy that expects each part to be of top quality, without any tolerance for subpar materials or methods. The mindset of striving to deliver top quality work without compromises.",ESCO v1.2.0 / API-ready,0.78,partial_match,seed_reference
SK077,K07,"Engineering, Construction, and Skilled Trades","Technical Drafting, Surveying, and Control",Surveying Support,Ability to assist in collecting measurements for land or construction surveys.,3112,Civil Engineering Technicians,3112,surveying,"Surveying Support; surveying; land survey; land surveying; survey; Technical Drafting, Surveying, and Control; Engineering, Construction, and Skilled Trades",http://data.europa.eu/esco/skill/1cca610d-2afc-44a7-97fc-f2262fb5fc75,surveying,land survey; land surveying; survey,The technique of determining the terrestrial or three-dimensional position of points and the distances and angles between them.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK078,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Front Desk Support,"Ability to assist guests with check-in, inquiries, and basic accommodation services.",4224,Hotel Receptionists,4224,reception desk,"Front Desk Support; reception desk; train booking staff; train staff in reception; train in reception duties; instruct front-office employees; Hospitality and Accommodation; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/41b5208f-0f30-4f73-9c9e-4e1cb506249f,train reception staff,train booking staff; train staff in reception; train in reception duties; instruct front-office employees,"Instruct the reception staff in order to make sure the staff can execute their tasks adequately, efficiently and according to guidelines.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK079,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Housekeeping,"Ability to clean, organize, and maintain rooms or facilities.",9112,"Cleaners and Helpers in Offices, Hotels and Other Establishments",9112,clean rooms,Housekeeping; clean rooms; rooms tidying; tidy rooms; room cleaning; cleaning rooms; room tidying; Hospitality and Accommodation,http://data.europa.eu/esco/skill/7bb01a18-4637-4535-ba18-258f48f705b8,clean rooms,rooms tidying; tidy rooms; room cleaning; cleaning rooms; room tidying; tidying rooms,"Clean rooms by cleaning glasswork and windows, polishing furniture, vacuuming carpets, scrubing hard floors, and removing garbage.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK080,K08,"Hospitality, Tourism, Food, and Personal Services",Hospitality and Accommodation,Guest Relations,Ability to address guest needs and concerns professionally.,4224,Hotel Receptionists,4224,assist guests,"Guest Relations; assist guests; assist very important guests; provide assistance to very important guests; offer support to important guests; assist guests who are VIPs; Hospitality and Accommodation; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,assist VIP guests,assist very important guests; provide assistance to very important guests; offer support to important guests; assist guests who are VIPs,Help VIP-guests with their personal orders and requests.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK081,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Tourism Assistance,Ability to provide travel information and support tourist services.,4221,Travel Consultants and Clerks,4221,tourism market,"Tourism Assistance; tourism market; tourist market; tourism industry; market of tourism; tourism sector; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/6ee0f29a-2be7-4dd1-bee3-6ee2a3539376,tourism market,tourist market; tourism industry; market of tourism; tourism sector,"The study of the tourism market on a international, regional and local level and considering worldwide tourist destinations.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK082,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Event Coordination,Ability to help plan and organize event logistics and schedules.,3332,Conference and Event Planners,3332,coordinate events,"Event Coordination; coordinate events; organise projects; coordinating events; coordinate an event; plan events; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,coordinate events,organise projects; coordinating events; coordinate an event; plan events,"Lead events by managing budget, logistics, event support, security, emergency plans and follow up.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK083,K08,"Hospitality, Tourism, Food, and Personal Services","Travel, Tourism, and Events",Reservation Management,Ability to process bookings and maintain reservation records.,4221,Travel Consultants and Clerks,4221,manage reservations,"Reservation Management; manage reservations; make bookings; make reservation; making reservations; reserve; Travel, Tourism, and Events; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939,make reservations,make bookings; make reservation; making reservations; reserve,"Book restaurants, hotels or flights.",ESCO v1.2.0 / API-ready,0.69,partial_match,seed_reference
SK084,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Service,Ability to serve food and beverages and support safe dining operations.,5131,Waiters,5131,serve food,"Food Service; serve food; supervise quality of food; control quality standards of food; ensure safety of food; supervising food quality; Food Service and Culinary Work; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/9b67cbf3-085c-4578-8a8e-8d130ed3fced,supervise food quality,supervise quality of food; control quality standards of food; ensure safety of food; supervising food quality,Oversee the quality and safety of food served to visitors and customers according to food standards.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK085,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Preparation,Ability to prepare basic ingredients and food items safely.,9412,Kitchen Helpers,9412,prepare food,"Food Preparation; prepare food; taking orders; take orders; receive requests for food and beverages; Food Service and Culinary Work; Hospitality, Tourism, Food, and Personal Services",http://data.europa.eu/esco/skill/24c4beb4-429c-4cd1-b0bd-c04ba4c82e13,prepare orders,taking orders; take orders; receive requests for food and beverages,Make food and drinks orders ready in order to be served to the customers.,ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
